Region,Date,Rainfall Deficit,SPI,SPEI,Drought Risk
Anuradapura AdministrativeArea1,2015-04-10,196.1937447,1.277629973,-1.229574539,Moderate Risk
Anuradapura AdministrativeArea3,2015-04-11,148.4804772,2.016949881,-1.446980095,Moderate Risk
Anuradapura AdministrativeArea3,2015-04-12,158.9567783,0.003841664,-1.27138843,Moderate Risk
Anuradapura AdministrativeArea4,2015-04-13,278.1310213,1.266890896,0.753921988,Low Risk
Anuradapura AdministrativeArea4,2015-04-14,184.6628626,1.484069172,-1.446563066,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-15,73.31551121,2.231922927,1.904944047,No Risk
Anuradapura AdministrativeArea4,2015-04-16,284.3040435,1.065483515,1.034165506,Low Risk
Anuradapura AdministrativeArea3,2015-04-17,96.30279264,1.963078997,-0.429061168,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-18,273.1592041,-2.024809499,0.373131008,High Risk
Anuradapura AdministrativeArea2,2015-04-19,292.7301803,-1.86951703,-1.969493428,High Risk
Anuradapura AdministrativeArea4,2015-04-20,269.4593658,-1.708269052,1.378127745,High Risk
Anuradapura AdministrativeArea1,2015-04-21,219.2834445,-1.77593464,-0.915153724,Moderate Risk
Anuradapura AdministrativeArea4,2015-04-22,235.887955,-2.062405938,-1.712465181,High Risk
Anuradapura AdministrativeArea2,2015-04-23,224.9668109,-1.887131071,1.032475602,High Risk
Anuradapura AdministrativeArea2,2015-04-24,165.131097,2.479551424,-0.681673349,Moderate Risk
Anuradapura AdministrativeArea1,2015-04-25,118.6049297,-1.139074852,0.270164633,Moderate Risk
Anuradapura AdministrativeArea3,2015-04-26,121.2506825,-0.109759464,1.376126197,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-27,232.7919653,1.608076848,1.103725443,High Risk
Anuradapura AdministrativeArea1,2015-04-28,206.5091121,-1.90847663,-0.652652831,Moderate Risk
Anuradapura AdministrativeArea3,2015-04-29,196.2210085,-0.913174968,1.474786346,Moderate Risk
Anuradapura AdministrativeArea4,2015-04-30,213.1522095,-1.703569899,-0.444600342,Moderate Risk
Anuradapura AdministrativeArea1,2015-05-01,243.6965589,-2.18721942,9.53E-05,High Risk
Anuradapura AdministrativeArea3,2015-05-02,237.0852287,2.303766903,0.449834681,High Risk
Anuradapura AdministrativeArea2,2015-05-03,76.34910145,1.79178918,-1.716076716,High Risk
Anuradapura AdministrativeArea2,2015-05-04,140.7587624,1.896489974,0.388655345,High Risk
Anuradapura AdministrativeArea1,2015-05-05,115.9917842,1.843400666,0.309668963,High Risk
Anuradapura AdministrativeArea4,2015-05-06,184.5596656,-1.727165829,1.4939779,High Risk
Anuradapura AdministrativeArea1,2015-05-07,65.35402059,1.424984481,-0.585344508,Moderate Risk
Anuradapura AdministrativeArea2,2015-05-08,240.6160119,1.139356009,-1.031245288,Moderate Risk
Anuradapura AdministrativeArea3,2015-05-09,76.63183344,2.127076802,-0.093941895,Moderate Risk
Anuradapura AdministrativeArea4,2015-05-10,117.8505065,-1.403388639,0.749326598,Moderate Risk
Anuradapura AdministrativeArea3,2015-05-11,245.6853763,-0.429778066,0.247576949,Moderate Risk
Anuradapura AdministrativeArea1,2015-05-12,62.88999573,-1.025357436,-1.447173312,Moderate Risk
Anuradapura AdministrativeArea1,2015-05-13,215.0502671,-1.210410908,-0.608433481,Moderate Risk
Anuradapura AdministrativeArea3,2015-05-14,281.1195679,0.761908438,-1.744856946,High Risk
Anuradapura AdministrativeArea3,2015-05-15,204.4094543,-1.680283251,0.957305254,High Risk
Anuradapura AdministrativeArea3,2015-05-16,228.1643719,-0.175964402,1.531793291,Moderate Risk
Anuradapura AdministrativeArea1,2015-05-17,248.0667181,0.733202237,-1.81730798,High Risk
Anuradapura AdministrativeArea3,2015-05-18,105.5615805,-1.848484665,0.101709964,High Risk
Anuradapura AdministrativeArea2,2015-05-19,195.2409795,-1.215099313,0.263920134,Moderate Risk
Anuradapura AdministrativeArea3,2015-05-20,127.264179,2.33683029,-0.244688476,Moderate Risk
Anuradapura AdministrativeArea2,2015-05-21,112.3738448,1.477146658,0.010934943,Low Risk
Anuradapura AdministrativeArea2,2015-05-22,98.11410377,0.884773381,0.841426934,Low Risk
Anuradapura AdministrativeArea3,2015-05-23,196.3576538,1.779846036,-0.065097439,Moderate Risk
Anuradapura AdministrativeArea4,2015-05-24,248.6329816,-2.430157739,1.678608536,High Risk
Anuradapura AdministrativeArea4,2015-05-25,268.972266,-2.469627828,0.163495191,High Risk
Anuradapura AdministrativeArea4,2015-05-26,157.1464865,-1.73016682,-1.712813362,High Risk
Anuradapura AdministrativeArea2,2015-05-27,143.22475,-0.023714403,1.813298643,Moderate Risk
Anuradapura AdministrativeArea4,2015-05-28,221.8267255,0.349868536,-1.412757193,Moderate Risk
Anuradapura AdministrativeArea4,2015-05-29,245.0898105,-1.931557343,1.1378396,High Risk
Anuradapura AdministrativeArea3,2015-05-30,113.3298342,-2.138571901,0.107622746,High Risk
Anuradapura AdministrativeArea1,2015-05-31,124.3227211,1.641670655,0.963569817,High Risk
Anuradapura AdministrativeArea2,2015-06-01,183.3483298,-0.177657593,0.053719537,Moderate Risk
Anuradapura AdministrativeArea1,2015-06-02,161.096422,2.462472129,-1.764119199,High Risk
Anuradapura AdministrativeArea2,2015-06-03,226.4469333,-1.353266704,-0.500296281,Moderate Risk
Anuradapura AdministrativeArea2,2015-06-04,176.1212477,0.73600556,0.482743928,Low Risk
Anuradapura AdministrativeArea4,2015-06-05,77.89977643,1.521940828,0.515528874,High Risk
Anuradapura AdministrativeArea3,2015-06-06,91.4882987,1.86319078,1.892177769,No Risk
Anuradapura AdministrativeArea1,2015-06-07,275.477211,-0.968404923,0.425298793,Moderate Risk
Anuradapura AdministrativeArea1,2015-06-08,106.8495912,-1.533598085,-0.854243474,Moderate Risk
Anuradapura AdministrativeArea4,2015-06-09,62.52152285,-1.369527133,-1.82629804,Moderate Risk
Anuradapura AdministrativeArea1,2015-06-10,232.8636396,0.833713848,1.153660804,Low Risk
Anuradapura AdministrativeArea1,2015-06-11,221.002786,0.111649191,1.557161826,High Risk
Anuradapura AdministrativeArea2,2015-06-12,200.0190047,0.494956913,0.454552161,Low Risk
Anuradapura AdministrativeArea3,2015-06-13,175.5640386,-2.39735691,-0.070492256,Moderate Risk
Anuradapura AdministrativeArea3,2015-06-14,292.3950885,-0.545133955,1.443946071,Moderate Risk
Anuradapura AdministrativeArea1,2015-06-15,79.95807398,-0.94925767,-1.038575684,Moderate Risk
Anuradapura AdministrativeArea1,2015-06-16,177.5406956,1.818906454,-0.405071666,Moderate Risk
Anuradapura AdministrativeArea2,2015-06-17,191.0112359,1.381293446,0.030626217,Low Risk
Anuradapura AdministrativeArea4,2015-06-18,55.6232296,-0.352140678,-1.802509532,Moderate Risk
Anuradapura AdministrativeArea2,2015-06-19,152.9981062,0.652647905,0.754315981,Low Risk
Anuradapura AdministrativeArea4,2015-06-20,245.7005313,-2.261603031,-1.245760535,Moderate Risk
Anuradapura AdministrativeArea4,2015-06-21,167.7746888,0.686257254,-0.66738726,Moderate Risk
Anuradapura AdministrativeArea2,2015-06-22,268.8196124,-2.013975023,-0.342028744,Moderate Risk
Anuradapura AdministrativeArea3,2015-06-23,211.199733,1.070093905,0.554041318,Low Risk
Anuradapura AdministrativeArea2,2015-06-24,241.521341,0.369192243,-1.738063848,High Risk
Anuradapura AdministrativeArea4,2015-06-25,251.1200338,-0.997533787,-0.636553053,Moderate Risk
Anuradapura AdministrativeArea3,2015-06-26,222.3750599,-0.645800018,-0.902553054,Moderate Risk
Anuradapura AdministrativeArea3,2015-06-27,237.345165,-2.049542088,-1.993922312,High Risk
Anuradapura AdministrativeArea2,2015-06-28,223.827635,-0.886057648,0.766613765,Moderate Risk
Anuradapura AdministrativeArea3,2015-06-29,187.6159371,2.334214551,-1.056260256,Moderate Risk
Anuradapura AdministrativeArea3,2015-06-30,191.6332414,-0.069075687,-1.334246548,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-01,97.47119566,-0.12879539,1.191861051,Moderate Risk
Anuradapura AdministrativeArea1,2015-07-02,256.8598083,0.646143945,-1.843206772,High Risk
Anuradapura AdministrativeArea3,2015-07-03,128.0343284,-0.077780951,1.600959791,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-04,183.9342206,-0.722454501,0.747606649,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-05,112.3863895,-1.80239213,-1.31301461,Moderate Risk
Anuradapura AdministrativeArea1,2015-07-06,223.9662448,0.651576191,-0.599587894,Moderate Risk
Anuradapura AdministrativeArea3,2015-07-07,293.792238,1.244612114,1.799932528,High Risk
Anuradapura AdministrativeArea4,2015-07-08,250.4850587,2.115513265,0.475378329,High Risk
Anuradapura AdministrativeArea4,2015-07-09,204.7738705,-2.484930717,0.434870548,High Risk
Anuradapura AdministrativeArea3,2015-07-10,191.8766334,-2.166697944,0.612284368,High Risk
Anuradapura AdministrativeArea3,2015-07-11,172.4428143,1.99702831,-0.149048978,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-12,101.2428579,0.655777698,-1.330786347,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-13,137.002513,2.289551382,-1.396435553,Moderate Risk
Anuradapura AdministrativeArea4,2015-07-14,151.5985185,-0.345777029,0.749242578,Moderate Risk
Anuradapura AdministrativeArea3,2015-07-15,286.1422687,-0.416564149,1.535765274,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-16,156.3957135,-0.778677103,-0.799156453,Moderate Risk
Anuradapura AdministrativeArea4,2015-07-17,196.5475887,-1.785905381,0.01361428,High Risk
Anuradapura AdministrativeArea4,2015-07-18,280.6061352,-0.606835455,1.968951374,Moderate Risk
Anuradapura AdministrativeArea1,2015-07-19,179.606602,-2.426757299,-0.971355215,Moderate Risk
Anuradapura AdministrativeArea3,2015-07-20,112.862445,0.046566424,-0.439144286,Moderate Risk
Anuradapura AdministrativeArea1,2015-07-21,145.2515266,1.736051036,-0.545913616,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-22,143.8848001,-0.894016232,-1.869656655,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-23,228.6793912,-2.026799217,0.038067896,High Risk
Anuradapura AdministrativeArea4,2015-07-24,124.0301826,2.368806617,-1.165288454,Moderate Risk
Anuradapura AdministrativeArea2,2015-07-25,232.5721444,-1.855111956,-1.485609612,Moderate Risk
Anuradapura AdministrativeArea1,2015-07-26,272.310678,0.143487484,0.841663998,Low Risk
Anuradapura AdministrativeArea3,2015-07-27,134.0182529,1.545928436,1.063041775,High Risk
Anuradapura AdministrativeArea4,2015-07-28,83.83527506,-1.238273963,1.55556614,Moderate Risk
Anuradapura AdministrativeArea4,2015-07-29,209.6385877,1.707447699,1.736529571,No Risk
Anuradapura AdministrativeArea2,2015-07-30,140.2136169,0.285125704,1.476263841,Low Risk
Anuradapura AdministrativeArea4,2015-07-31,183.4965418,-0.840321601,-1.510021317,Moderate Risk
Anuradapura AdministrativeArea4,2015-08-01,208.541408,1.828446081,-1.105484664,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-02,151.935736,0.610000767,-1.510098821,High Risk
Anuradapura AdministrativeArea4,2015-08-03,281.1736129,0.576922133,-0.585901876,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-04,149.9036635,0.020048586,-1.503712618,High Risk
Anuradapura AdministrativeArea1,2015-08-05,126.8435818,-1.126312564,0.613109186,Moderate Risk
Anuradapura AdministrativeArea4,2015-08-06,271.4188053,-0.975697769,0.866861969,Moderate Risk
Anuradapura AdministrativeArea1,2015-08-07,84.07543086,-2.059604636,-1.361625228,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-08,81.0522322,-1.281381469,0.486304202,Moderate Risk
Anuradapura AdministrativeArea4,2015-08-09,283.9245519,-1.11087457,-1.908042374,Moderate Risk
Anuradapura AdministrativeArea2,2015-08-10,102.2421035,-2.206492537,-0.262518922,Moderate Risk
Anuradapura AdministrativeArea2,2015-08-11,87.10935091,-1.948426317,-0.858643784,Moderate Risk
Anuradapura AdministrativeArea4,2015-08-12,183.792076,-1.148735057,1.993979508,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-13,61.69711655,0.886262616,1.691138476,High Risk
Anuradapura AdministrativeArea2,2015-08-14,205.0037502,-1.578825045,-1.409738176,Moderate Risk
Anuradapura AdministrativeArea1,2015-08-15,163.2326996,0.109247999,1.669483166,High Risk
Anuradapura AdministrativeArea3,2015-08-16,210.1029911,0.039516327,-0.32484065,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-17,120.9842259,1.670190398,0.30659251,High Risk
Anuradapura AdministrativeArea4,2015-08-18,276.3680536,0.545819027,0.135057704,Low Risk
Anuradapura AdministrativeArea1,2015-08-19,117.6451782,2.084995393,0.904626207,High Risk
Anuradapura AdministrativeArea3,2015-08-20,209.3911714,0.640506847,-0.660172825,Moderate Risk
Anuradapura AdministrativeArea4,2015-08-21,286.2729627,-2.372421811,-1.721269655,High Risk
Anuradapura AdministrativeArea1,2015-08-22,150.2023221,-0.592539641,-0.329492241,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-23,90.35663207,0.99523988,0.178022202,Low Risk
Anuradapura AdministrativeArea2,2015-08-24,67.09561898,-0.124390528,0.219655832,Moderate Risk
Anuradapura AdministrativeArea1,2015-08-25,290.7544992,-0.403010651,1.170390522,Moderate Risk
Anuradapura AdministrativeArea3,2015-08-26,240.9253715,0.857728154,-1.823096602,High Risk
Anuradapura AdministrativeArea1,2015-08-27,279.738015,-1.071335602,1.952377448,Moderate Risk
Anuradapura AdministrativeArea2,2015-08-28,224.7082633,2.044890158,1.962260012,No Risk
Anuradapura AdministrativeArea3,2015-08-29,135.612126,-0.434281995,-1.603932712,Moderate Risk
Anuradapura AdministrativeArea2,2015-08-30,80.7541465,0.656089055,-0.623930059,Moderate Risk
Anuradapura AdministrativeArea4,2015-08-31,282.3267148,2.411666333,0.361242703,High Risk
Anuradapura AdministrativeArea4,2015-09-01,172.404761,1.42740115,-0.506696681,Moderate Risk
Anuradapura AdministrativeArea3,2015-09-02,149.1272491,0.158115794,-0.049501249,Moderate Risk
Anuradapura AdministrativeArea3,2015-09-03,194.4480153,1.796937941,-0.696286573,Moderate Risk
Anuradapura AdministrativeArea1,2015-09-04,76.63983036,0.302188592,0.848533294,Low Risk
Anuradapura AdministrativeArea3,2015-09-05,127.3009548,-0.291732827,-0.543931022,Moderate Risk
Anuradapura AdministrativeArea4,2015-09-06,209.4690268,1.867264725,-0.280454326,Moderate Risk
Anuradapura AdministrativeArea3,2015-09-07,75.03073659,-2.364223216,0.303630944,High Risk
Anuradapura AdministrativeArea1,2015-09-08,83.81068974,-0.462669316,1.876805051,Moderate Risk
Anuradapura AdministrativeArea4,2015-09-09,177.646966,-0.785037667,0.567217874,Moderate Risk
Anuradapura AdministrativeArea3,2015-09-10,205.8642812,1.070431532,-1.612315402,High Risk
Anuradapura AdministrativeArea2,2015-09-11,96.75042645,-2.437068924,-0.724397517,Moderate Risk
Anuradapura AdministrativeArea2,2015-09-12,58.27115861,0.804262394,-0.321141823,Moderate Risk
Anuradapura AdministrativeArea2,2015-09-13,289.5917232,-0.76819382,0.960695281,Moderate Risk
Anuradapura AdministrativeArea2,2015-09-14,56.87316447,-2.010533105,-0.212497793,Moderate Risk
Anuradapura AdministrativeArea1,2015-09-15,50.51301038,2.401653909,0.63641688,High Risk
Anuradapura AdministrativeArea2,2015-09-16,130.8351422,-1.438856311,1.357979025,Moderate Risk
Anuradapura AdministrativeArea2,2015-09-17,105.6132922,-0.754350355,-1.582649665,Moderate Risk
Anuradapura AdministrativeArea3,2015-09-18,193.3965905,-1.464767054,1.06295832,Moderate Risk
Anuradapura AdministrativeArea2,2015-09-19,273.5522192,0.809955986,0.982319191,Low Risk
Anuradapura AdministrativeArea2,2015-09-20,170.2769181,1.41258157,1.278849518,Low Risk
Anuradapura AdministrativeArea3,2015-09-21,243.3253022,1.803204173,1.824265879,No Risk
Anuradapura AdministrativeArea4,2015-09-22,277.3067596,-0.94500891,-0.761608098,Moderate Risk
Anuradapura AdministrativeArea1,2015-09-23,97.3499134,0.122766958,-0.283918029,Moderate Risk
Anuradapura AdministrativeArea1,2015-09-24,172.0777215,0.816288124,-0.949272004,Moderate Risk
Anuradapura AdministrativeArea4,2015-09-25,210.5174999,0.647604876,-0.691577492,Moderate Risk
Anuradapura AdministrativeArea3,2015-09-26,132.9708095,1.080135968,-0.680696164,Moderate Risk
Anuradapura AdministrativeArea4,2015-09-27,234.9380277,1.348636518,1.479100075,Low Risk
Anuradapura AdministrativeArea1,2015-09-28,226.3287438,-2.01263322,-1.748406729,High Risk
Anuradapura AdministrativeArea1,2015-09-29,155.273571,-1.658444877,-1.189205577,Moderate Risk
Anuradapura AdministrativeArea4,2015-09-30,71.98843836,1.171605248,0.442232857,Low Risk
Anuradapura AdministrativeArea2,2015-10-01,52.89219587,-0.11662233,1.060779128,Moderate Risk
Anuradapura AdministrativeArea1,2015-10-02,142.3373905,-0.364831045,0.789508216,Moderate Risk
Anuradapura AdministrativeArea4,2015-10-03,70.51721128,-0.222799375,-1.813697297,Moderate Risk
Anuradapura AdministrativeArea2,2015-10-04,245.4061108,-0.639869933,-0.184822475,Moderate Risk
Anuradapura AdministrativeArea2,2015-10-05,133.5814458,0.455337563,-1.262105647,Moderate Risk
Anuradapura AdministrativeArea3,2015-10-06,216.5245689,-0.883372287,1.952568826,Moderate Risk
Anuradapura AdministrativeArea4,2015-10-07,136.5947468,0.684077003,1.995567853,High Risk
Anuradapura AdministrativeArea1,2015-10-08,248.9846042,-1.486814422,-1.796405828,Moderate Risk
Anuradapura AdministrativeArea3,2015-10-09,272.1031242,1.288444568,0.670896514,Low Risk
Anuradapura AdministrativeArea1,2015-10-10,259.3785373,1.407999873,1.252259762,Low Risk
Anuradapura AdministrativeArea2,2015-10-11,171.118391,0.392604081,-0.700880524,Moderate Risk
Anuradapura AdministrativeArea4,2015-10-12,70.98790272,-0.653382686,0.774545745,Moderate Risk
Anuradapura AdministrativeArea2,2015-10-13,142.9277764,-2.428017134,-1.249325861,Moderate Risk
Anuradapura AdministrativeArea2,2015-10-14,156.1139987,-1.892337638,-1.488163387,Moderate Risk
Anuradapura AdministrativeArea2,2015-10-15,290.0635027,-2.101564936,1.701207267,High Risk
Anuradapura AdministrativeArea4,2015-10-16,191.3743263,-2.448974874,0.570142898,High Risk
Anuradapura AdministrativeArea3,2015-10-17,210.2115582,1.11109886,1.267788961,Low Risk
Anuradapura AdministrativeArea1,2015-10-18,245.5008953,2.2803338,0.130852694,High Risk
Anuradapura AdministrativeArea2,2015-10-19,192.0506168,-2.444158674,-1.381098573,Moderate Risk
Anuradapura AdministrativeArea1,2015-10-20,199.6211523,-1.936546991,-0.49337926,Moderate Risk
Anuradapura AdministrativeArea1,2015-10-21,111.3319493,1.803379297,1.526627812,No Risk
Anuradapura AdministrativeArea3,2015-10-22,64.71665189,0.942511247,-1.93757369,High Risk
Anuradapura AdministrativeArea4,2015-10-23,230.3464698,-0.476448018,-1.171289472,Moderate Risk
Anuradapura AdministrativeArea1,2015-10-24,262.1711743,2.463982587,-0.986853608,Moderate Risk
Anuradapura AdministrativeArea3,2015-10-25,153.0000458,0.368106709,-0.948016898,Moderate Risk
Anuradapura AdministrativeArea1,2015-10-26,187.2286133,0.847995064,-1.60565322,High Risk
Anuradapura AdministrativeArea2,2015-10-27,126.8213068,0.765881834,1.392878774,Low Risk
Anuradapura AdministrativeArea3,2015-10-28,162.5551484,-1.38649185,-1.36194432,Moderate Risk
Anuradapura AdministrativeArea4,2015-10-29,102.2224316,-0.059377951,1.318697543,Moderate Risk
Anuradapura AdministrativeArea4,2015-10-30,239.971702,-1.417943507,-0.579752889,Moderate Risk
